pdb_id,organism_scientific_name,tax_id,organism_synonyms,rank,genus,superkingdom,journal,journal_volume,journal_first_page,journal_last_page,citation_title,citation_doi,journal_page,citation_year,pubmed_id,citation_authors,experimental_method,experiment_data_available,title,entry_authors,sample_preparation_method,detector,detector_type,synchrotron_beamline,beam_source_name,diffraction_protocol,structure_determination_method,refinement_software,spacegroup,beam_source_type,synchrotron_site,structure_solution_software,data_reduction_software,data_scaling_software,phasing_method,SG_center_name,SG_full_name,crystallisation_reservoir,crystallisation_ph,interacting_molecules,interacting_ligands,entity_weight,number_of_polymers,number_of_polymer_residues,number_of_polymer_entities,number_of_bound_entities,number_of_protein_chains,max_observed_residues,molecule_name,all_molecule_name,modified_residue_flag,molecule_type,mutation_type,entry_uniprot_accession,uniprot_id,molecule_synonym,gene_name,entity_id
4fa5,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 20 Days,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine dehydrogenase light chain","NA : SODIUM ION,EDO : 1\,2-ETHANEDIOL,CA : CALCIUM ION,HEC : HEME C",41146.63,6,3594,3,5,6,357,Methylamine utilization protein MauG,,N,Protein,Expression tag,"A1BB97,Q51658,P22619",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
4fa5,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 20 Days,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine utilization protein MauG,Methylamine dehydrogenase heavy chain",,15025.595,6,3594,3,5,6,129,Methylamine dehydrogenase light chain,,Y,Protein,Expression tag,"A1BB97,Q51658,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,2
4fa5,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 20 Days,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine utilization protein MauG,Methylamine dehydrogenase light chain",MES : 2-(N-MORPHOLINO)-ETHANESULFONIC ACID,42321.152,6,3594,3,5,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,P22619",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
4fav,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 50 Days,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine dehydrogenase light chain","EDO : 1\,2-ETHANEDIOL,CA : CALCIUM ION,HEC : HEME C,NA : SODIUM ION",41146.63,6,3592,3,6,6,357,Methylamine utilization protein MauG,,N,Protein,Expression tag,"A1BB97,Q51658,P22619",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
4fav,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 50 Days,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine utilization protein MauG",,15025.595,6,3592,3,6,6,125,Methylamine dehydrogenase light chain,,Y,Protein,Expression tag,"A1BB97,Q51658,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,2
4fav,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 50 Days,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase light chain,Methylamine utilization protein MauG","MES : 2-(N-MORPHOLINO)-ETHANESULFONIC ACID,PGE : TRIETHYLENE GLYCOL",42321.152,6,3592,3,6,6,377,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,P22619",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
4fb1,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 60 Days,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase light chain,Methylamine dehydrogenase heavy chain","HEC : HEME C,CA : CALCIUM ION,NA : SODIUM ION",41146.63,6,3591,3,4,6,357,Methylamine utilization protein MauG,,N,Protein,Expression tag,"A1BB97,Q51658,P22619",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
3svw,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,51,,,Proline 107 is a major determinant in maintaining the structure of the distal pocket and reactivity of the high-spin heme of MauG.,10.1021/bi201882e,1598-606,2012,22299652,"Feng M,Jensen LM,Yukl ET,Wei X,Liu A,Wilmot CM,Davidson VL",X-ray diffraction,y,Crystal Structure of the P107V-MauG/pre-Methylamine Dehydrogenase Complex,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine dehydrogenase (amicyanin)","HEC : HEME C,EDO : 1\,2-ETHANEDIOL,PGE : TRIETHYLENE GLYCOL,NA : SODIUM ION,PEG : DI(HYDROXYETHYL)ETHER,CA : CALCIUM ION",41148.645,6,3603,3,8,6,355,Methylamine utilization protein MauG,,N,Protein,"Engineered mutation,Expression tag","A1BB97,Q51658,A1BBA0",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
3svw,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,51,,,Proline 107 is a major determinant in maintaining the structure of the distal pocket and reactivity of the high-spin heme of MauG.,10.1021/bi201882e,1598-606,2012,22299652,"Feng M,Jensen LM,Yukl ET,Wei X,Liu A,Wilmot CM,Davidson VL",X-ray diffraction,y,Crystal Structure of the P107V-MauG/pre-Methylamine Dehydrogenase Complex,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine utilization protein MauG",PEG : DI(HYDROXYETHYL)ETHER,15025.595,6,3603,3,8,6,131,Methylamine dehydrogenase (amicyanin),,Y,Protein,Expression tag,"A1BB97,Q51658,A1BBA0",A1BBA0_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase light chain",Pden_4733,2
3svw,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,51,,,Proline 107 is a major determinant in maintaining the structure of the distal pocket and reactivity of the high-spin heme of MauG.,10.1021/bi201882e,1598-606,2012,22299652,"Feng M,Jensen LM,Yukl ET,Wei X,Liu A,Wilmot CM,Davidson VL",X-ray diffraction,y,Crystal Structure of the P107V-MauG/pre-Methylamine Dehydrogenase Complex,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase (amicyanin),Methylamine utilization protein MauG","EDO : 1\,2-ETHANEDIOL,ACT : ACETATE ION,MES : 2-(N-MORPHOLINO)-ETHANESULFONIC ACID,PEG : DI(HYDROXYETHYL)ETHER",42449.277,6,3603,3,8,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,A1BBA0",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
4y5r,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochim. Biophys. Acta,1847,,,A T67A mutation in the proximal pocket of the high-spin heme of MauG stabilizes formation of a mixed-valent Fe(II)/Fe(III) state and enhances charge resonance stabilization of the bis-Fe(IV) state.,10.1016/j.bbabio.2015.04.008,709-16,2015,25896561,"Shin S,Feng M,Li C,Williamson HR,Choi M,Wilmot CM,Davidson VL",X-ray diffraction,y,Crystal Structure of a T67A MauG/pre-Methylamine Dehydrogenase Complex,"Li C,Wilmot CM",Engineered,Image plate,MAR scanner 300 mm plate,23-ID-B,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,,"Aimless,XDS",,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine dehydrogenase light chain","CA : CALCIUM ION,HEC : HEME C",38946.277,6,3430,3,2,6,355,Methylamine utilization protein MauG,,N,Protein,Engineered mutation,"A1BB97,Q51658,P22619",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
4y5r,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochim. Biophys. Acta,1847,,,A T67A mutation in the proximal pocket of the high-spin heme of MauG stabilizes formation of a mixed-valent Fe(II)/Fe(III) state and enhances charge resonance stabilization of the bis-Fe(IV) state.,10.1016/j.bbabio.2015.04.008,709-16,2015,25896561,"Shin S,Feng M,Li C,Williamson HR,Choi M,Wilmot CM,Davidson VL",X-ray diffraction,y,Crystal Structure of a T67A MauG/pre-Methylamine Dehydrogenase Complex,"Li C,Wilmot CM",Engineered,Image plate,MAR scanner 300 mm plate,23-ID-B,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,,"Aimless,XDS",,,,,6.4,"Methylamine utilization protein MauG,Methylamine dehydrogenase heavy chain",,13714.224,6,3430,3,2,6,125,Methylamine dehydrogenase light chain,,Y,Protein,,"A1BB97,Q51658,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,2
4y5r,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochim. Biophys. Acta,1847,,,A T67A mutation in the proximal pocket of the high-spin heme of MauG stabilizes formation of a mixed-valent Fe(II)/Fe(III) state and enhances charge resonance stabilization of the bis-Fe(IV) state.,10.1016/j.bbabio.2015.04.008,709-16,2015,25896561,"Shin S,Feng M,Li C,Williamson HR,Choi M,Wilmot CM,Davidson VL",X-ray diffraction,y,Crystal Structure of a T67A MauG/pre-Methylamine Dehydrogenase Complex,"Li C,Wilmot CM",Engineered,Image plate,MAR scanner 300 mm plate,23-ID-B,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,,"Aimless,XDS",,,,,6.4,"Methylamine utilization protein MauG,Methylamine dehydrogenase light chain",,41408.266,6,3430,3,2,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,P22619",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
4fb1,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 60 Days,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine utilization protein MauG,Methylamine dehydrogenase heavy chain",,15025.595,6,3591,3,4,6,125,Methylamine dehydrogenase light chain,,Y,Protein,Expression tag,"A1BB97,Q51658,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,2
4fb1,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 60 Days,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase light chain,Methylamine utilization protein MauG",MES : 2-(N-MORPHOLINO)-ETHANESULFONIC ACID,42321.152,6,3591,3,4,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,P22619",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
4fa4,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 10 Days,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase light chain,Methylamine dehydrogenase heavy chain","HEC : HEME C,CA : CALCIUM ION,PGE : TRIETHYLENE GLYCOL,PO4 : PHOSPHATE ION,EDO : 1\,2-ETHANEDIOL,NA : SODIUM ION",41146.63,6,3595,3,7,6,359,Methylamine utilization protein MauG,,N,Protein,Expression tag,"A1BB97,Q51658,P22619",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
4fa4,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 10 Days,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine utilization protein MauG",,15025.595,6,3595,3,7,6,131,Methylamine dehydrogenase light chain,,Y,Protein,Expression tag,"A1BB97,Q51658,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,2
4fa4,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 10 Days,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase light chain,Methylamine utilization protein MauG",ACT : ACETATE ION,42321.152,6,3595,3,7,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,P22619",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
2iaa,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Biochemistry,45,,,Crystal structure of an electron transfer complex between aromatic amine dehydrogenase and azurin from Alcaligenes faecalis.,10.1021/bi0612972,13500-10,2006,17087503,"Sukumar N,Chen Z,Ferrari D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",X-ray diffraction,y,Crystal Structure of an Electron Transfer Complex Between Aromatic Amine Dephydrogenase and Azurin from Alcaligenes Faecalis (Form 2),"Sukumar N,Chen Z,Leys D,Scrutton NS,Ferrati D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",Natural,CCD,SBC,19-ID,Synchrotron,MAD,MAD,CNS,P 21 21 21,,APS,MOLREP,HKL-2000,SCALEPACK,,,,,6.0,"Azurin,Aralkylamine dehydrogenase light chain",,42978.754,5,2357,3,1,5,359,Aralkylamine dehydrogenase heavy chain,,N,Protein,,"P00281,P84888,P84887",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,1
2iaa,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Biochemistry,45,,,Crystal structure of an electron transfer complex between aromatic amine dehydrogenase and azurin from Alcaligenes faecalis.,10.1021/bi0612972,13500-10,2006,17087503,"Sukumar N,Chen Z,Ferrari D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",X-ray diffraction,y,Crystal Structure of an Electron Transfer Complex Between Aromatic Amine Dephydrogenase and Azurin from Alcaligenes Faecalis (Form 2),"Sukumar N,Chen Z,Leys D,Scrutton NS,Ferrati D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",Natural,CCD,SBC,19-ID,Synchrotron,MAD,MAD,CNS,P 21 21 21,,APS,MOLREP,HKL-2000,SCALEPACK,,,,,6.0,"Aralkylamine dehydrogenase heavy chain,Azurin",,14516.898,5,2357,3,1,5,113,Aralkylamine dehydrogenase light chain,,Y,Protein,,"P00281,P84888,P84887",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,2
